Units,scenario,region,sector,input,year,value
EJ,Reference,Pakistan,construction energy use,refined liquids,2075,8.378979999999999e-4
EJ,Reference,Pakistan,construction energy use,refined liquids,2080,9.286948e-4
EJ,Reference,Pakistan,construction energy use,refined liquids,2085,0.0010138121
EJ,Reference,Pakistan,construction energy use,refined liquids,2090,0.0010967438000000001
EJ,Reference,Pakistan,construction energy use,refined liquids,2095,0.0011767139
EJ,Reference,Pakistan,construction energy use,refined liquids,2100,0.0012559415000000002
EJ,Reference,Pakistan,construction feedstocks,refined liquids,1990,0.0056092
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2005,0.0179161
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2010,0.0071999
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2015,0.0128929
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2021,0.0082464
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2025,0.00838457
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2030,0.0089683
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2035,0.00952323
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2040,0.010051
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2045,0.0105719
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2050,0.0110835
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2055,0.0115383
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2060,0.0120268
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2065,0.0124287
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2070,0.0126983
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2075,0.0128307
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2080,0.0128118
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2085,0.0126848
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2090,0.0125142
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2095,0.0122993
EJ,Reference,Pakistan,construction feedstocks,refined liquids,2100,0.0120431
EJ,Reference,Pakistan,food processing,electricity,1990,0.0108657
EJ,Reference,Pakistan,food processing,electricity,2005,0.0119516
EJ,Reference,Pakistan,food processing,electricity,2010,0.0133495
EJ,Reference,Pakistan,food processing,electricity,2015,0.0168178
EJ,Reference,Pakistan,food processing,electricity,2021,0.019611
EJ,Reference,Pakistan,food processing,electricity,2025,0.02141723
EJ,Reference,Pakistan,food processing,electricity,2030,0.024115229999999998
EJ,Reference,Pakistan,food processing,electricity,2035,0.027028689999999998
EJ,Reference,Pakistan,food processing,electricity,2040,0.030148389999999997
EJ,Reference,Pakistan,food processing,electricity,2045,0.033431800000000005
EJ,Reference,Pakistan,food processing,electricity,2050,0.036839639
EJ,Reference,Pakistan,food processing,electricity,2055,0.0402494003
EJ,Reference,Pakistan,food processing,electricity,2060,0.0436333505
EJ,Reference,Pakistan,food processing,electricity,2065,0.0468972436
EJ,Reference,Pakistan,food processing,electricity,2070,0.0499407552
EJ,Reference,Pakistan,food processing,electricity,2075,0.052714027999999996
EJ,Reference,Pakistan,food processing,electricity,2080,0.055161976
EJ,Reference,Pakistan,food processing,electricity,2085,0.057310716
EJ,Reference,Pakistan,food processing,electricity,2090,0.0592013038
EJ,Reference,Pakistan,food processing,electricity,2095,0.060841883000000006
EJ,Reference,Pakistan,food processing,electricity,2100,0.06225920099999999
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,1975,2.79708e-5
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,1990,1.21863e-4
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2005,2.00387e-4
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2010,1.89512e-4
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2015,2.2819e-4
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2021,3.07655e-4
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2025,3.65286e-4
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2030,5.34226e-4
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2035,7.80431e-4
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2040,0.00114923
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2045,0.00168879
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2050,0.00243939
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2055,0.00343133
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2060,0.00468874
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2065,0.00622645
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2070,0.00799366
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2075,0.00996141
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2080,0.0120461
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2085,0.0141729
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2090,0.0163287
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2095,0.0185046
EJ,Reference,Pakistan,industrial wastewater treatment,electricity,2100,0.0206675
EJ,Reference,Pakistan,industrial water abstraction,electricity,1975,1.02146e-4
EJ,Reference,Pakistan,industrial water abstraction,electricity,1990,4.3284e-4
EJ,Reference,Pakistan,industrial water abstraction,electricity,2005,6.96506e-4
EJ,Reference,Pakistan,industrial water abstraction,electricity,2010,6.50724e-4
EJ,Reference,Pakistan,industrial water abstraction,electricity,2015,7.65998e-4
EJ,Reference,Pakistan,industrial water abstraction,electricity,2021,0.00100971
EJ,Reference,Pakistan,industrial water abstraction,electricity,2025,0.00113079
EJ,Reference,Pakistan,industrial water abstraction,electricity,2030,0.00140698
EJ,Reference,Pakistan,industrial water abstraction,electricity,2035,0.00174421
EJ,Reference,Pakistan,industrial water abstraction,electricity,2040,0.00215765
EJ,Reference,Pakistan,industrial water abstraction,electricity,2045,0.00265093
EJ,Reference,Pakistan,industrial water abstraction,electricity,2050,0.00321767
EJ,Reference,Pakistan,industrial water abstraction,electricity,2055,0.0038375
EJ,Reference,Pakistan,industrial water abstraction,electricity,2060,0.00449648
EJ,Reference,Pakistan,industrial water abstraction,electricity,2065,0.00517158
EJ,Reference,Pakistan,industrial water abstraction,electricity,2070,0.00582607
EJ,Reference,Pakistan,industrial water abstraction,electricity,2075,0.00644522
EJ,Reference,Pakistan,industrial water abstraction,electricity,2080,0.00700398
EJ,Reference,Pakistan,industrial water abstraction,electricity,2085,0.00749522
EJ,Reference,Pakistan,industrial water abstraction,electricity,2090,0.00793968
EJ,Reference,Pakistan,industrial water abstraction,electricity,2095,0.00835213
EJ,Reference,Pakistan,industrial water abstraction,electricity,2100,0.00872921
EJ,Reference,Pakistan,industrial water treatment,electricity,1975,1.31278e-4
EJ,Reference,Pakistan,industrial water treatment,electricity,1990,5.56285e-4
EJ,Reference,Pakistan,industrial water treatment,electricity,2005,8.95148e-4
EJ,Reference,Pakistan,industrial water treatment,electricity,2010,8.36309e-4
EJ,Reference,Pakistan,industrial water treatment,electricity,2015,9.84458e-4
EJ,Reference,Pakistan,industrial water treatment,electricity,2021,0.00129767
EJ,Reference,Pakistan,industrial water treatment,electricity,2025,0.00145329
EJ,Reference,Pakistan,industrial water treatment,electricity,2030,0.00180825
EJ,Reference,Pakistan,industrial water treatment,electricity,2035,0.00224166
EJ,Reference,Pakistan,industrial water treatment,electricity,2040,0.002773
EJ,Reference,Pakistan,industrial water treatment,electricity,2045,0.00340696
EJ,Reference,Pakistan,industrial water treatment,electricity,2050,0.00413533
EJ,Reference,Pakistan,industrial water treatment,electricity,2055,0.00493195
EJ,Reference,Pakistan,industrial water treatment,electricity,2060,0.00577886
EJ,Reference,Pakistan,industrial water treatment,electricity,2065,0.0066465
EJ,Reference,Pakistan,industrial water treatment,electricity,2070,0.00748765
EJ,Reference,Pakistan,industrial water treatment,electricity,2075,0.00828337
EJ,Reference,Pakistan,industrial water treatment,electricity,2080,0.00900149
EJ,Reference,Pakistan,industrial water treatment,electricity,2085,0.00963283
EJ,Reference,Pakistan,industrial water treatment,electricity,2090,0.0102041
EJ,Reference,Pakistan,industrial water treatment,electricity,2095,0.0107341
EJ,Reference,Pakistan,industrial water treatment,electricity,2100,0.0112188
EJ,Reference,Pakistan,iron and steel,biomass,2030,3.5632e-4
EJ,Reference,Pakistan,iron and steel,biomass,2035,0.001434948
EJ,Reference,Pakistan,iron and steel,biomass,2040,0.003375002
EJ,Reference,Pakistan,iron and steel,biomass,2045,0.0063730519
EJ,Reference,Pakistan,iron and steel,biomass,2050,0.010944826000000001
EJ,Reference,Pakistan,iron and steel,biomass,2055,0.015992297
EJ,Reference,Pakistan,iron and steel,biomass,2060,0.021062525999999998
EJ,Reference,Pakistan,iron and steel,biomass,2065,0.0259587
EJ,Reference,Pakistan,iron and steel,biomass,2070,0.030479149999999997
EJ,Reference,Pakistan,iron and steel,biomass,2075,0.0344867
EJ,Reference,Pakistan,iron and steel,biomass,2080,0.037751770000000004
EJ,Reference,Pakistan,iron and steel,biomass,2085,0.040274500000000005
EJ,Reference,Pakistan,iron and steel,biomass,2090,0.04210462
EJ,Reference,Pakistan,iron and steel,biomass,2095,0.04324928
EJ,Reference,Pakistan,iron and steel,biomass,2100,0.04387041
EJ,Reference,Pakistan,iron and steel,coal,1990,0.0303904
EJ,Reference,Pakistan,iron and steel,coal,2005,0.0155719
EJ,Reference,Pakistan,iron and steel,coal,2010,0.0118045
EJ,Reference,Pakistan,iron and steel,coal,2015,0.00305358
EJ,Reference,Pakistan,iron and steel,coal,2021,5.149737e-4
EJ,Reference,Pakistan,iron and steel,coal,2025,3.480453e-4
EJ,Reference,Pakistan,iron and steel,coal,2030,0.0075992663
EJ,Reference,Pakistan,iron and steel,coal,2035,0.025012806699999994
EJ,Reference,Pakistan,iron and steel,coal,2040,0.050514451
EJ,Reference,Pakistan,iron and steel,coal,2045,0.08319833910000002
EJ,Reference,Pakistan,iron and steel,coal,2050,0.126365066
EJ,Reference,Pakistan,iron and steel,coal,2055,0.178315875
EJ,Reference,Pakistan,iron and steel,coal,2060,0.23597614699999997
EJ,Reference,Pakistan,iron and steel,coal,2065,0.295919657
EJ,Reference,Pakistan,iron and steel,coal,2070,0.35371785499999997
EJ,Reference,Pakistan,iron and steel,coal,2075,0.40596170000000004
EJ,Reference,Pakistan,iron and steel,coal,2080,0.44990644999999996
EJ,Reference,Pakistan,iron and steel,coal,2085,0.48529357
EJ,Reference,Pakistan,iron and steel,coal,2090,0.5124847
EJ,Reference,Pakistan,iron and steel,coal,2095,0.53118886
EJ,Reference,Pakistan,iron and steel,coal,2100,0.54251945
EJ,Reference,Pakistan,iron and steel,electricity,1990,5.0964e-4
EJ,Reference,Pakistan,iron and steel,electricity,2005,4.772151e-4
EJ,Reference,Pakistan,iron and steel,electricity,2010,0.001767228
EJ,Reference,Pakistan,iron and steel,electricity,2015,0.0042932223999999995
EJ,Reference,Pakistan,iron and steel,electricity,2021,0.0083815745
EJ,Reference,Pakistan,iron and steel,electricity,2025,0.00566469845
EJ,Reference,Pakistan,iron and steel,electricity,2030,0.00920228712
EJ,Reference,Pakistan,iron and steel,electricity,2035,0.013881358100000001
EJ,Reference,Pakistan,iron and steel,electricity,2040,0.02054228789
EJ,Reference,Pakistan,iron and steel,electricity,2045,0.029512472060000003
EJ,Reference,Pakistan,iron and steel,electricity,2050,0.03995717278
EJ,Reference,Pakistan,iron and steel,electricity,2055,0.05127420157
EJ,Reference,Pakistan,iron and steel,electricity,2060,0.06281370680000001
EJ,Reference,Pakistan,iron and steel,electricity,2065,0.0737212068
EJ,Reference,Pakistan,iron and steel,electricity,2070,0.08315022720000001
EJ,Reference,Pakistan,iron and steel,electricity,2075,0.0907736717
EJ,Reference,Pakistan,iron and steel,electricity,2080,0.09623396900000002
EJ,Reference,Pakistan,iron and steel,electricity,2085,0.09978077739999999
EJ,Reference,Pakistan,iron and steel,electricity,2090,0.1018380534
EJ,Reference,Pakistan,iron and steel,electricity,2095,0.1025322275
EJ,Reference,Pakistan,iron and steel,electricity,2100,0.10203488260000002
EJ,Reference,Pakistan,iron and steel,gas,1990,5.31822e-5
EJ,Reference,Pakistan,iron and steel,gas,2005,2.2050800000000002e-5
EJ,Reference,Pakistan,iron and steel,gas,2010,5.6671e-4
EJ,Reference,Pakistan,iron and steel,gas,2015,0.0010047112
EJ,Reference,Pakistan,iron and steel,gas,2021,0.003418616201
EJ,Reference,Pakistan,iron and steel,gas,2025,0.00231047194
EJ,Reference,Pakistan,iron and steel,gas,2030,0.011632171521
EJ,Reference,Pakistan,iron and steel,gas,2035,0.0325612326804
EJ,Reference,Pakistan,iron and steel,gas,2040,0.0626101851182
EJ,Reference,Pakistan,iron and steel,gas,2045,0.10137119987450001
EJ,Reference,Pakistan,iron and steel,gas,2050,0.1516983727341
EJ,Reference,Pakistan,iron and steel,gas,2055,0.21035070123799998
EJ,Reference,Pakistan,iron and steel,gas,2060,0.27475504968699993
EJ,Reference,Pakistan,iron and steel,gas,2065,0.33932801471099994
EJ,Reference,Pakistan,iron and steel,gas,2070,0.398440555632
EJ,Reference,Pakistan,iron and steel,gas,2075,0.44996360624900006
EJ,Reference,Pakistan,iron and steel,gas,2080,0.49082497256
EJ,Reference,Pakistan,iron and steel,gas,2085,0.52190924948
EJ,Reference,Pakistan,iron and steel,gas,2090,0.54555520842
EJ,Reference,Pakistan,iron and steel,gas,2095,0.5619832598800001
EJ,Reference,Pakistan,iron and steel,gas,2100,0.5708323764900001
EJ,Reference,Pakistan,iron and steel,hydrogen,2030,1.311148e-4
EJ,Reference,Pakistan,iron and steel,hydrogen,2035,5.082502999999999e-4
EJ,Reference,Pakistan,iron and steel,hydrogen,2040,0.0011613418
EJ,Reference,Pakistan,iron and steel,hydrogen,2045,0.0022057447
EJ,Reference,Pakistan,iron and steel,hydrogen,2050,0.0038893176
EJ,Reference,Pakistan,iron and steel,hydrogen,2055,0.0059089437
EJ,Reference,Pakistan,iron and steel,hydrogen,2060,0.0081224292
EJ,Reference,Pakistan,iron and steel,hydrogen,2065,0.010370188
EJ,Reference,Pakistan,iron and steel,hydrogen,2070,0.012475618
EJ,Reference,Pakistan,iron and steel,hydrogen,2075,0.014390643000000002
EJ,Reference,Pakistan,iron and steel,hydrogen,2080,0.016015451
EJ,Reference,Pakistan,iron and steel,hydrogen,2085,0.017364703
EJ,Reference,Pakistan,iron and steel,hydrogen,2090,0.018492218
EJ,Reference,Pakistan,iron and steel,hydrogen,2095,0.019395405999999997
EJ,Reference,Pakistan,iron and steel,hydrogen,2100,0.020055905
EJ,Reference,Pakistan,iron and steel,refined liquids,1990,5.31822e-5
EJ,Reference,Pakistan,iron and steel,refined liquids,2005,2.2050800000000002e-5
EJ,Reference,Pakistan,iron and steel,refined liquids,2010,5.6671e-4
EJ,Reference,Pakistan,iron and steel,refined liquids,2015,0.00152674
EJ,Reference,Pakistan,iron and steel,refined liquids,2021,0.003098340101
EJ,Reference,Pakistan,iron and steel,refined liquids,2025,0.00209401454
EJ,Reference,Pakistan,iron and steel,refined liquids,2030,0.0045053743209999995
EJ,Reference,Pakistan,iron and steel,refined liquids,2035,0.0088947874804
EJ,Reference,Pakistan,iron and steel,refined liquids,2040,0.015168582118200002
EJ,Reference,Pakistan,iron and steel,refined liquids,2045,0.023371386874500005
EJ,Reference,Pakistan,iron and steel,refined liquids,2050,0.0336296297341
EJ,Reference,Pakistan,iron and steel,refined liquids,2055,0.045305681238
EJ,Reference,Pakistan,iron and steel,refined liquids,2060,0.057850919687000006
EJ,Reference,Pakistan,iron and steel,refined liquids,2065,0.070204644711
EJ,Reference,Pakistan,iron and steel,refined liquids,2070,0.081312315632
EJ,Reference,Pakistan,iron and steel,refined liquids,2075,0.090789606249
EJ,Reference,Pakistan,iron and steel,refined liquids,2080,0.09809735256
EJ,Reference,Pakistan,iron and steel,refined liquids,2085,0.10344731948
EJ,Reference,Pakistan,iron and steel,refined liquids,2090,0.10731463842000001
EJ,Reference,Pakistan,iron and steel,refined liquids,2095,0.10977394988
EJ,Reference,Pakistan,iron and steel,refined liquids,2100,0.11081296649000001
EJ,Reference,Pakistan,irrigation water abstraction,electricity,1975,0.00403838
EJ,Reference,Pakistan,irrigation water abstraction,electricity,1990,0.016288
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2005,0.0306939
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2010,0.0360033
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2015,0.0376487
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2021,0.0553312
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2025,0.0558288
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2030,0.0610651
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2035,0.0662055
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2040,0.070523
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2045,0.0725949
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2050,0.0733629
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2055,0.0706505
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2060,0.0692951
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2065,0.0678739
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2070,0.0664515
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2075,0.0658962
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2080,0.065697
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2085,0.0654972
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2090,0.0654756
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2095,0.0654869
EJ,Reference,Pakistan,irrigation water abstraction,electricity,2100,0.0654935
EJ,Reference,Pakistan,municipal wastewater treatment,electricity,1975,1.55362e-4
EJ,Reference,Pakistan,municipal wastewater treatment,electricity,1990,2.60798e-4
EJ,Reference,Pakistan,municipal wastewater treatment,electricity,2005,8.92054e-4
EJ,Reference,Pakistan,municipal wastewater treatment,electricity,2010,0.00112554
